id,first_name,second_name,team_code,team_name,type,cost,status,total_points,round,kickoff_time,opp_team_id,opp_team_name,was_home,team_h_score,team_a_score,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,opp_strength_overall_home,opp_strength_overall_away,opp_strength_attack_home,opp_strength_attack_away,opp_strength_defence_home,opp_strength_defence_away,minutes,yellow_cards,red_cards,goals_scored,own_goals,fouls,dribbles,saves,clean_sheets,goals_conceded,penalties_saved,errors_leading_to_goal,errors_leading_to_goal_attempt,clearances_blocks_interceptions,penalties_conceded,tackles,recoveries,big_chances_missed,offside,open_play_crosses,big_chances_created,key_passes,attempted_passes,completed_passes,assists,penalties_missed,tackled,target_missed,average_points,points
563,Adama,Traore,25,Middlesbrough,3,48,a,18,9,22 Oct 15:00,1,Arsenal,False,0,0,1010,1050,1025,1075,970,990,1290,1300,1300,1250,1300,1375,12.800000000000001,0.20000000000000001,0.0,0.0,0.0,0.20000000000000001,2.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40000000000000002,1.2,0.0,0.0,0.20000000000000001,0.0,0.0,3.6000000000000001,2.3999999999999999,0.0,0.0,2.2000000000000002,0.0,0.6666666666666666,3
563,Adama,Traore,25,Middlesbrough,3,48,a,18,10,29 Oct 15:00,2,Bournemouth,True,2,0,1010,1050,1025,1075,970,990,950,1080,960,1100,970,1100,28.800000000000001,0.20000000000000001,0.0,0.0,0.0,0.40000000000000002,2.2000000000000002,0.0,0.20000000000000001,0.0,0.0,0.0,0.0,0.40000000000000002,0.0,0.40000000000000002,1.8,0.20000000000000001,0.0,0.59999999999999998,0.0,0.20000000000000001,5.0,2.7999999999999998,0.0,0.0,1.6000000000000001,0.0,1.25,3
563,Adama,Traore,25,Middlesbrough,3,48,a,18,11,05 Nov 15:00,10,Man City,False,1,1,1010,1050,1025,1075,970,990,1270,1320,1175,1275,1350,1400,46.799999999999997,0.20000000000000001,0.0,0.0,0.0,0.40000000000000002,3.0,0.0,0.40000000000000002,0.0,0.0,0.0,0.0,0.59999999999999998,0.0,0.59999999999999998,2.6000000000000001,0.20000000000000001,0.0,0.59999999999999998,0.0,0.20000000000000001,8.8000000000000007,5.4000000000000004,0.0,0.0,2.6000000000000001,0.0,1.6,2
563,Adama,Traore,25,Middlesbrough,3,48,a,18,12,20 Nov 16:00,4,Chelsea,True,0,1,1010,1050,1025,1075,970,990,1310,1340,1300,1350,1300,1375,58.399999999999999,0.0,0.0,0.0,0.0,0.59999999999999998,3.7999999999999998,0.0,0.40000000000000002,0.20000000000000001,0.0,0.0,0.0,1.0,0.0,0.59999999999999998,3.0,0.20000000000000001,0.0,0.80000000000000004,0.0,0.40000000000000002,10.199999999999999,6.5999999999999996,0.0,0.0,3.3999999999999999,0.0,1.8,2
563,Adama,Traore,25,Middlesbrough,3,48,a,18,13,26 Nov 15:00,8,Leicester,False,2,2,1010,1050,1025,1075,970,990,1075,1190,1000,1240,1075,1100,76.400000000000006,0.0,0.0,0.0,0.0,0.59999999999999998,6.2000000000000002,0.0,0.40000000000000002,0.40000000000000002,0.0,0.0,0.0,1.2,0.0,0.80000000000000004,4.5999999999999996,0.20000000000000001,0.0,0.80000000000000004,0.0,0.59999999999999998,15.6,11.0,0.0,0.0,4.0,0.20000000000000001,2.2,2
563,Adama,Traore,25,Middlesbrough,3,48,a,18,14,05 Dec 20:00,7,Hull,True,1,0,1010,1050,1025,1075,970,990,940,980,940,950,960,970,87.599999999999994,0.0,0.0,0.0,0.0,0.59999999999999998,6.7999999999999998,0.0,0.40000000000000002,0.59999999999999998,0.0,0.0,0.0,1.3999999999999999,0.0,0.80000000000000004,4.4000000000000004,0.20000000000000001,0.0,0.59999999999999998,0.0,0.59999999999999998,17.600000000000001,11.800000000000001,0.0,0.0,3.3999999999999999,0.40000000000000002,2.4,0
563,Adama,Traore,25,Middlesbrough,3,48,a,18,15,11 Dec 14:15,13,Southampton,False,1,0,1010,1050,1025,1075,970,990,1120,1170,1200,1260,1175,1250,69.599999999999994,0.0,0.0,0.0,0.0,0.40000000000000002,6.4000000000000004,0.0,0.20000000000000001,0.59999999999999998,0.0,0.0,0.0,1.0,0.0,0.59999999999999998,3.7999999999999998,0.0,0.0,0.20000000000000001,0.0,0.40000000000000002,15.6,11.0,0.0,0.0,3.2000000000000002,0.40000000000000002,1.8,1
563,Adama,Traore,25,Middlesbrough,3,48,a,18,16,14 Dec 19:45,9,Liverpool,True,0,3,1010,1050,1025,1075,970,990,1270,1310,1175,1210,1325,1420,53.600000000000001,0.0,0.0,0.0,0.0,0.40000000000000002,6.0,0.0,0.0,0.59999999999999998,0.0,0.0,0.0,0.80000000000000004,0.0,0.40000000000000002,3.2000000000000002,0.0,0.0,0.20000000000000001,0.0,0.40000000000000002,11.800000000000001,8.4000000000000004,0.0,0.0,2.3999999999999999,0.40000000000000002,1.4,2
563,Adama,Traore,25,Middlesbrough,3,48,a,18,17,17 Dec 15:00,16,Swansea,True,3,0,1010,1050,1025,1075,970,990,970,1000,950,960,990,1035,53.600000000000001,0.0,0.0,0.0,0.0,0.20000000000000001,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.40000000000000002,0.0,0.40000000000000002,2.3999999999999999,0.0,0.0,0.20000000000000001,0.0,0.40000000000000002,11.6,8.0,0.0,0.0,2.3999999999999999,0.40000000000000002,1.4,1
563,Adama,Traore,25,Middlesbrough,3,48,a,18,18,26 Dec 15:00,12,Burnley,False,,,1010,1050,1025,1075,970,990,1010,1050,1025,1075,970,990,36.399999999999999,0.0,0.0,0.0,0.0,0.40000000000000002,3.6000000000000001,0.0,0.0,0.80000000000000004,0.0,0.0,0.0,0.20000000000000001,0.0,0.20000000000000001,1.0,0.0,0.0,0.20000000000000001,0.0,0.20000000000000001,6.4000000000000004,3.6000000000000001,0.0,0.0,2.0,0.20000000000000001,1.2,
