id,first_name,second_name,team_code,team_name,type,cost,status,total_points,round,kickoff_time,opp_team_id,opp_team_name,was_home,team_h_score,team_a_score,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,opp_strength_overall_home,opp_strength_overall_away,opp_strength_attack_home,opp_strength_attack_away,opp_strength_defence_home,opp_strength_defence_away,minutes,yellow_cards,red_cards,goals_scored,own_goals,fouls,dribbles,saves,clean_sheets,goals_conceded,penalties_saved,errors_leading_to_goal,errors_leading_to_goal_attempt,clearances_blocks_interceptions,penalties_conceded,tackles,recoveries,big_chances_missed,offside,open_play_crosses,big_chances_created,key_passes,attempted_passes,completed_passes,assists,penalties_missed,tackled,target_missed,points
223,Gael,Clichy,43,Man City,2,52,a,25,1,13 Aug 17:30,15,Sunderland,True,2,1,1270,1320,1175,1275,1350,1400,950,980,950,970,980,1025,79,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,6,0,0,0,0,0,84,68,0,0,1,0,2
223,Gael,Clichy,43,Man City,2,52,a,25,2,20 Aug 12:30,14,Stoke,False,1,4,1270,1320,1175,1275,1350,1400,1010,1040,970,1025,970,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Gael,Clichy,43,Man City,2,52,a,25,3,28 Aug 16:00,20,West Ham,True,3,1,1270,1320,1175,1275,1350,1400,1080,1090,975,990,1125,1150,90,0,0,0,0,0,0,0,0,1,0,0,0,9,0,3,8,0,0,0,0,0,61,54,0,0,0,0,2
223,Gael,Clichy,43,Man City,2,52,a,25,4,10 Sep 12:30,11,Man Utd,False,1,2,1270,1320,1175,1275,1350,1400,1200,1280,1200,1250,1265,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Gael,Clichy,43,Man City,2,52,a,25,5,17 Sep 15:00,2,Bournemouth,True,4,0,1270,1320,1175,1275,1350,1400,950,1080,960,1100,970,1100,90,0,0,0,0,0,0,0,1,0,0,0,0,7,0,2,5,0,1,0,0,2,58,49,0,0,1,0,6
223,Gael,Clichy,43,Man City,2,52,a,25,6,24 Sep 15:00,16,Swansea,False,1,3,1270,1320,1175,1275,1350,1400,970,1000,950,960,990,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Gael,Clichy,43,Man City,2,52,a,25,7,02 Oct 14:15,17,Spurs,False,2,0,1270,1320,1175,1275,1350,1400,1250,1290,1280,1355,1290,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Gael,Clichy,43,Man City,2,52,a,25,8,15 Oct 15:00,6,Everton,True,1,1,1270,1320,1175,1275,1350,1400,1100,1190,1190,1240,1180,1200,90,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,5,0,0,0,0,0,48,43,0,0,0,0,2
223,Gael,Clichy,43,Man City,2,52,a,25,9,23 Oct 13:30,13,Southampton,True,1,1,1270,1320,1175,1275,1350,1400,1120,1170,1200,1260,1175,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Gael,Clichy,43,Man City,2,52,a,25,10,29 Oct 15:00,19,West Brom,False,0,4,1270,1320,1175,1275,1350,1400,1000,1040,1140,1075,990,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Gael,Clichy,43,Man City,2,52,a,25,11,05 Nov 15:00,12,Middlesbrough,True,1,1,1270,1320,1175,1275,1350,1400,1010,1050,1025,1075,970,990,90,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,9,0,0,0,0,2,84,71,0,0,0,0,2
223,Gael,Clichy,43,Man City,2,52,a,25,12,19 Nov 15:00,5,Crystal Palace,False,1,2,1270,1320,1175,1275,1350,1400,1000,1020,1040,1065,1065,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Gael,Clichy,43,Man City,2,52,a,25,13,26 Nov 12:30,3,Burnley,False,1,2,1270,1320,1175,1275,1350,1400,940,1040,940,1125,925,1000,90,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,2,0,0,0,0,1,39,31,0,0,0,0,2
223,Gael,Clichy,43,Man City,2,52,a,25,14,03 Dec 12:30,4,Chelsea,True,1,3,1270,1320,1175,1275,1350,1400,1310,1340,1300,1350,1300,1375,22,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,17,15,0,0,1,0,0
223,Gael,Clichy,43,Man City,2,52,a,25,15,10 Dec 17:30,8,Leicester,False,4,2,1270,1320,1175,1275,1350,1400,1075,1190,1000,1240,1075,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Gael,Clichy,43,Man City,2,52,a,25,16,14 Dec 20:00,18,Watford,True,2,0,1270,1320,1175,1275,1350,1400,1070,1060,1015,1050,1015,1065,90,0,0,0,0,0,0,0,1,0,0,0,0,9,0,1,11,0,0,0,0,1,60,43,0,0,0,0,7
223,Gael,Clichy,43,Man City,2,52,a,25,17,18 Dec 16:00,1,Arsenal,True,2,1,1270,1320,1175,1275,1350,1400,1290,1300,1300,1250,1300,1375,90,0,0,0,0,1,0,0,0,1,0,0,0,8,0,0,5,0,0,0,0,0,57,49,0,0,0,0,2
223,Gael,Clichy,43,Man City,2,52,a,25,18,26 Dec 17:15,10,Hull,False,,,1270,1320,1175,1275,1350,1400,1270,1320,1175,1275,1350,1400
